split,dòng gốc,lý do loại,văn bản (rút gọn)
val,256,chuỗi ký tự vô nghĩa (gibberish),Ưhahshsjshhssjsvshsbvshssbsvjsbsbshsjsbshsjsbsjshshg
val,309,chuỗi ký tự vô nghĩa (gibberish),Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
val,357,chuỗi ký tự vô nghĩa (gibberish),Qwertasdfzcxvghyuolpvmbgjlopnmoeuwvxmowtrbkeisgbebceo
val,370,chuỗi ký tự vô nghĩa (gibberish),Ýhsjshdbdnkehdhdhdjbsbsbzbzvxnznznzmsmznnznxbxbxbs
val,436,chuỗi ký tự vô nghĩa (gibberish),Gggdutugjfotsfgjgjcgsfjvjcsyfihkhjchcjvkvsurigndgayegjfj
val,501,chuỗi ký tự vô nghĩa (gibberish),Dvdvvsg sgnsgnagbwgbafbwynafbwgbwsgnsgnwgbafbwgnawgnwt
val,581,chuỗi ký tự vô nghĩa (gibberish),Oh Sehunnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
val,610,chuỗi ký tự vô nghĩa (gibberish),jahajabaga ậknahanakqkanajqnnaakqjqhwhwnqhabqhnajqjqjwbwhw
val,620,chuỗi ký tự vô nghĩa (gibberish),Qưertyuioplljyyrswqsxcvbnmmmbvcxzsadfghjklppouteewsfgjkkkjgfddertthik
val,724,chuỗi ký tự vô nghĩa (gibberish),Okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
val,764,chuỗi ký tự vô nghĩa (gibberish),Xvvvcvvggfggggggghggghhhhhhggbbbbhgggggghgghhgyjhhajzndnndnxnc.xnxnxnxnxnnx
val,788,chuỗi ký tự vô nghĩa (gibberish),bâjsjsjsjsjsjsbsnsbnsnsnssnnsnsnsnsnssnsnsnsnsnsnsnsnsns
val,792,chuỗi ký tự vô nghĩa (gibberish),...................................................
val,860,chuỗi ký tự vô nghĩa (gibberish),"Hsbshsbsnsjsbshjsnssbhsbsbshshshs
Snshsjjsnsnzjxnsnss"
val,881,chuỗi ký tự vô nghĩa (gibberish),Qodocjcnanjaj! Nfndjxjj nznzjxjnncnxnsnnzncnxjjzjxnxjjxjxjxjzjz
val,888,quảng cáo / tin nhắn nhà mạng,(QC) Thue bao cua Quy khach duoc dang ky goi cuoc C90N cuc ky uu dai: 4GB data/ngay; 1000 phut goi noi mang; 50 phut goi ngoai mang; chi voi 90.000d/30 ngay. KM chi danh cho TB dang ky truoc ngay 15/1
val,902,quảng cáo / tin nhắn nhà mạng,"DUY NHAT HOM NAY 30/10, ViettelPay tang Ban Voucher 35.000d nap dien thoai Viettel MIEN PHI. Mo app hom nay, mot CHAM nap ngay keo het han. Truy cap https://viettelpay.onelink.me/2dRm/vct6 hoac vao ap"
val,947,quảng cáo / tin nhắn nhà mạng,"[TB] Chung tay day lui Covid, Viettel TANG DEN 30% gia tri the nap trong ngay 11/06/2021: tang 20% de goi/nhan tin noi mang, khong gioi han thoi gian su dung va GIAM THEM 10% khi nap qua http://vt.vie"
val,949,chuỗi ký tự vô nghĩa (gibberish),Ghgguggujgguhgujggijgffggggggggggggggggggghhhhyyyyyy
val,1022,chuỗi ký tự vô nghĩa (gibberish),Cuncncncnnccncncnncncncncnjcnncnncnncjcjfjcjcjcjcjcjc
val,1136,chuỗi ký tự vô nghĩa (gibberish),Bnnnhiuvxobkbuctxxfzdfufufuccygjgfuggigydxhccyduvbojigyfv
val,1137,chuỗi ký tự vô nghĩa (gibberish),gjsjsjtsjtagjsjgdkhxxhkxhkhkdkydiydyjgjskgdkydkdigsg
val,1139,quảng cáo / tin nhắn nhà mạng,"Quy khach da dung het luu luong Data toc do cao. De tiep tuc su dung DV va lua chon goi Mobile Internet phu hop danh rieng cho TB cua Quy khach, vui long bam goi *098#. LH 198 (mien phi). Tran trong."
val,1179,chuỗi ký tự vô nghĩa (gibberish),Ndjdjdjdjdnndndndjjcjdncjcjxjdhdhdhhdhdhehdhdbdbenndnd
val,1198,quảng cáo / tin nhắn nhà mạng,"[TB] TANG 50% gia tri tat ca the nap trong ngay 18/12/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay.
CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d).
Chuc Quy khach suc khoe, an toan."
val,1252,chuỗi ký tự vô nghĩa (gibberish),Jdkdkxkskssksnsnbdskkskxkdkwsnnfzkxkckndnfnfgkskdkcnf
val,1256,chuỗi ký tự vô nghĩa (gibberish),KkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkKkkkkkkk
val,1266,chuỗi ký tự vô nghĩa (gibberish),Tốtttt 0273496839999 0273496839999 0273496839999 0273496839999 0273496839999 0273496839999 0273496839999 0273496839999 0273496839999 mb bank
val,1298,chuỗi ký tự vô nghĩa (gibberish),Kwkka0kdndkwonskspskwkwoanaSONMAUDEPLNAHjwnondiwosns
val,1326,chuỗi ký tự vô nghĩa (gibberish),Thơm mịnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
val,1340,quảng cáo / tin nhắn nhà mạng,"Test thị lực buổi trưa nào 😆
Gợi ý nè, xem là hiểu liền https://shp.ee/zn6g4gm"
val,1349,chuỗi ký tự vô nghĩa (gibberish),AnnanajajakaksbbzizopqjshsusisljsjzjsjsjBbzowkwwfg
val,1363,chuỗi ký tự vô nghĩa (gibberish),Kgskyskxkdlyzlysktaktsktzmgx.gxmyaksykyslyslysmysyskgslys
val,1378,chuỗi ký tự vô nghĩa (gibberish),Son đẹpppppppppppppppppppppppppppppppppppppppppppppp
val,1397,chuỗi ký tự vô nghĩa (gibberish),Xinhhhhhhhhhhh hhhhhhhh hhhhhhhh hhhhhhhh hhhhhhhh hhhhhhhh
val,1442,quảng cáo / tin nhắn nhà mạng,"[TB] Ưu đãi HOT! Tặng 50% điểm Viettel++ với thẻ nạp/thanh toán dịch vụ viễn thông lần đầu tiên trong 2 ngày 25/12/2021 và 01/01/2022 (tối đa 500.000 điểm/ngày). Sau khi nạp thẻ/thanh toán, Quý khách "
val,1489,chuỗi ký tự vô nghĩa (gibberish),Ksisushhshsusjhshshshshususushhshsxinhhhhhhhhhhhhhh
val,1535,chuỗi ký tự vô nghĩa (gibberish),Jsjshs jsjsns jsjsbd jsjshdb jsjdhd jsjsnsbs hshsbdbd jshdbdbd hdbdbđbd hnssbs
val,1580,chuỗi ký tự vô nghĩa (gibberish),Hkjhbjjhjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
test,17,chuỗi ký tự vô nghĩa (gibberish),C cccvvggffffgggggfffffcccccccvvvvvvhhhhbbbbbbggghjjjjj bbbbbbbbb nó bbbbbbbbb bnnnnnnnnn nó hhhhhhhhjnnn nó bbbnnnnnn
test,29,chuỗi ký tự vô nghĩa (gibberish),Hdhjeheheehehejejebegejejegdjdbegeuehehehehehehhhh
test,83,quảng cáo / tin nhắn nhà mạng,[TB] CHÚC MỪNG NĂM MỚI 2022. VIETTEL TẶNG 20% GIÁ TRỊ TẤT CẢ THẺ NẠP trong ngày 01/01. Tiền KM sử dụng nội mạng đến hết 16/01/2022. Giảm thêm 3% khi nạp thẻ tại https://viettel.vn/pay/tt . Chi ti
test,109,chuỗi ký tự vô nghĩa (gibberish),Đẹppppoopooooooooooooooooooooooooooooooppppppppppp
test,116,chuỗi ký tự vô nghĩa (gibberish),Ịhghjjjjjkjhhjjjjhuhhjjhhhhhhjjjhbhvvvbhjnjjhbnjhhhb
test,165,chuỗi ký tự vô nghĩa (gibberish),Hzjzjsjsskfkgkvkvcjcjcjvkvlblvkvkvkvmvkblbmvmvmvmfuff
test,171,chuỗi ký tự vô nghĩa (gibberish),Jwjwjsndbkaksjsnhdhejansbhxjsjanabznsbxhxbcbfjekakjsnd
test,224,chuỗi ký tự vô nghĩa (gibberish),Kdkdkdkdndndmmdmdkdmdmdmkdkdkkdjdndnkdkdkdkkdmdmdndnjd
test,231,chuỗi ký tự vô nghĩa (gibberish),Ksksjskwiaisiskskskskksjzzjjsisisisisisisisisisisissi
test,232,chuỗi ký tự vô nghĩa (gibberish),Okokokokokokkokkkkkkkkkkkkkkkmmmmmmkkmmmkkkmmmkmkkkk
test,245,chuỗi ký tự vô nghĩa (gibberish),Hhiannabwiwiwnwbbebgggtgyyyyuuuiuiiijhhhhyhjjiiijb
test,258,chuỗi ký tự vô nghĩa (gibberish),Bc hcbg bghv h dn djd kd dkd dndb djd djd d kwhe dnd dndbd djd jd dje d
test,265,chuỗi ký tự vô nghĩa (gibberish),jajskosowowjwnnwnwnnwjwjsusususnns
test,354,chuỗi ký tự vô nghĩa (gibberish),Iiwhhdiwhdiwdjwiwiieufndbsnwjwoieururnvncnnsksksdekr
test,365,chuỗi ký tự vô nghĩa (gibberish),Rất xinhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
test,369,chuỗi ký tự vô nghĩa (gibberish),Hinjdji2jxjwk n jjdj jxjj jdjxjdjxjdjxjdjjxjdjdjxjxj j jxjjx
test,437,chuỗi ký tự vô nghĩa (gibberish),Snnsnsnsnnsnsnansnsmsmsmnansnanansnannanananansnnsnsnsnsn
test,454,chuỗi ký tự vô nghĩa (gibberish),Bặbhahwbhwhwhwjwbbahwbjwbwhwhwbwhwjwjwjwbbwbsbwhwhshsjwjs
test,457,chuỗi ký tự vô nghĩa (gibberish),Hhhshsjgfjahcfghjabavgjksbbkkjsbsbjkkkhhshhsjjkkkjah
test,476,chuỗi ký tự vô nghĩa (gibberish),Đỉnhkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
test,483,chuỗi ký tự vô nghĩa (gibberish),Uuhuhhuuuuuuuuuuuuuuu
test,523,chuỗi ký tự vô nghĩa (gibberish),Inbgjfxmfdfykfhfjfgd.xxmxgbgmgnggmnggnmdgmmgmgmfgtmhdhjfmdgd
test,545,quảng cáo / tin nhắn nhà mạng,"Từ hôm nay 15/12/2021. Tất cả các sim viettel đang dùng gói v200c, v120c, v120 
📌Đăng kí 6 tháng tặng thêm 2 tháng
📌Đăng kí 12 tháng tặng thêm 4 tháng sử dụng.
📌Ngoài ra giá gói còn được giảm nữa ạ"
test,562,quảng cáo / tin nhắn nhà mạng,"Màu khá ổn, [TB] CHUNG TAY CHONG DICH VA CHIA SE KHO KHAN voi Khach hang bi anh huong boi Covid-19, Viettel kinh tang Quy khach them 50% luu luong data cua goi MI2K. Soan KTTK gui 191 de kiem tra luu "
test,567,chuỗi ký tự vô nghĩa (gibberish),Gdhdudhbdhdudhdbxjdjjxbxjzjzjsnznsnsnsnsnsnsnsnsnsndndnsndbdbenenend d dndndndbdndbdbddjjdndndnd
test,572,chuỗi ký tự vô nghĩa (gibberish),Rất ưng jjgjsjeyebzhehsbwnskehsbemdhevsnruevvdkdhv bdmehebdmehebduabwkdnen
test,613,quảng cáo / tin nhắn nhà mạng,"Công dụng: màu lên chuẩn, khá thơm ko quá hắc
Kết cấu: hơi bột
Độ bền màu: ko bền lắm khi uống nước vẫn lem ra
[TB] CHUNG TAY CHỐNG DỊCH, DUY TRÌ KẾT NỐI
Soạn ST5K gửi 191: Chỉ 5.000đ/lần có ngay "
test,615,chuỗi ký tự vô nghĩa (gibberish),đẹpppppppppppppppppppppppppppppppppppppppppppppppppppppppppp
test,622,chuỗi ký tự vô nghĩa (gibberish),Vsjskdhdbf dndjdndnkssks. D dndndmksksnx cc chcndndfdhdhndjd
test,625,chuỗi ký tự vô nghĩa (gibberish),Chất lưownggjcvjjjjhgfjanaakjjbkakqweuughjjbsbsaassdcffgghhhh
test,628,chuỗi ký tự vô nghĩa (gibberish),JcjzgzyskvlbjxgstsiflvjxhYajdlfjzgakckxhzysohkxfTskcjzuflcjxlgkxhx
test,645,chuỗi ký tự vô nghĩa (gibberish),Ugxgidgixhocoh jovojchodyodhochocohxoyxhoxohxhoxohxohxou
test,690,chuỗi ký tự vô nghĩa (gibberish),tuyệtttttttttttttttttttttttttttttttttttttttttttttt
test,736,chuỗi ký tự vô nghĩa (gibberish),Nghgj ksks hhsj vdjd. Dhjdbd fbdhd. Dbdjsn fnjcbbs s bsjsjs dbjf fbncbc kdjsbf snks gnn. Djfnjs. Djdn nf nsndjoe lala dmne q nưodo. Ngjgk ekajd. Ghcnoant ktnntj eoihcn djjbcmldn. Dkcj fjfj jdod kekngh
test,738,chuỗi ký tự vô nghĩa (gibberish),Hibhizedbhiexbxhibxehixdehibedhuxvyuedbygxdeygedxvugxdebibhedzih
test,757,chuỗi ký tự vô nghĩa (gibberish),SjjsjjsjsjsjisisisiushsgzghUsksooeldbdhsusknrvvejejhshsjsisksjskszbzbjzkzkskbzbzhuzkzkkzkzkzkzkkzkzkzkzkzkzkzkkzksiuHBHhahaukaksjsnnsnsjzjzhhzhzbsbhzhzh
test,779,chuỗi ký tự vô nghĩa (gibberish),Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
test,877,chuỗi ký tự vô nghĩa (gibberish),Grnwooschvufiaoaxjfnyntwkowosjchcuffbwiishxhcydusxjcjfjd
test,964,chuỗi ký tự vô nghĩa (gibberish),..................................................
test,980,chuỗi ký tự vô nghĩa (gibberish),nHâjahhajajajajjanajjajajjajajajajjajajajajjasjjsjsja
test,991,chuỗi ký tự vô nghĩa (gibberish),Jrjdjdnjddkdkdjjddbdbdbdhxididjdbcbciicixjdndjdjdjdjjdkxxjnxnxnxjxodkkdixkdkdbdbdidi
test,994,chuỗi ký tự vô nghĩa (gibberish),"............................,......................."
test,1043,chuỗi ký tự vô nghĩa (gibberish),Hdhdjdjsjjsjsjjsjdjfjfjfjfjfjfđjdjsjsjaiaoôekfjjfjfjsjjjjjj
test,1046,chuỗi ký tự vô nghĩa (gibberish),Hx6cigif7duifofofihxuciccucif7sudixix7xuc8xũucucct
test,1075,chuỗi ký tự vô nghĩa (gibberish),Đẹppppppppppppppppppppppppppppppppppppppp😞😞😞😞😞😞😞😞😞
test,1085,chuỗi ký tự vô nghĩa (gibberish),"Gêugevdudvdudbvsiwbwjishsbwjsbsussvisshbsushsvsudbdushwbwuwbsjshsbusshbsubssjsub
Nên mua jehsjsbjshsbejebdhdhdvsbuebebduddhdbdvhdhddh"
test,1091,chuỗi ký tự vô nghĩa (gibberish),Dkdmndmdmxmckl lclcmmslcm jsjskkskxkxkxkxkckkcm m m
test,1124,chuỗi ký tự vô nghĩa (gibberish),Vfdyvbnkvcvxdyvnojvxzswrcnlpigcxzer568vbn98yvcdrtcvbkoucxs4fcbiu
test,1134,chuỗi ký tự vô nghĩa (gibberish),handjskka cndksmsmfnksksnvbjdksndbsjsksmdndbksdmskj
test,1152,chuỗi ký tự vô nghĩa (gibberish),Uvdtvrvrbvthhhttghthttgtthgrthgtrghtrgrgthgrtgthtggtth
test,1163,chuỗi ký tự vô nghĩa (gibberish),Hshdhdbdbdndbdhjdvdhdhdbdhdhdhwfjwvxjwfbebsncnecjsc
test,1201,chuỗi ký tự vô nghĩa (gibberish),Đfghjkkhf được gghjvfđf rất ổn fgjvfdfujgdryugdhhjgdhhh
test,1215,chuỗi ký tự vô nghĩa (gibberish),Hsvsvshsjdhevdbkdkdhrvrhriridfvdbndhckcjditkyxkg gkxkyxiyckyxits5idpufoyciydi
test,1328,chuỗi ký tự vô nghĩa (gibberish),"…………………………………….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
test,1335,chuỗi ký tự vô nghĩa (gibberish),Zbuenwwhiwbdueownwhdiwnehiwnsnshsjsbsbsiskwbaawssbj
test,1342,chuỗi ký tự vô nghĩa (gibberish),Vh gvgvyvbug6gdyfxtcyg6vygugugugyvyvuvuvugugyvycycyfyj
test,1374,chuỗi ký tự vô nghĩa (gibberish),Tcb vcchbcddryyuhvggggvcccjvvvjjvcjcjcchcchchcchcchcchxcjcuc
test,1400,quảng cáo / tin nhắn nhà mạng,Nhưng e ko dùng scripts được kohttps://www.lazada.vn/products/mien-phi-van-chuyendep-mua-thu-dong-cho-nguoi-lon-giay-mang-trong-nha-am-ap-giay-vai-bong-nhung-long-bui-banh-mi-dep-di-trong-nha-giay-pho
test,1406,quảng cáo / tin nhắn nhà mạng,"Viettel TB: Uu dai goi ST30K_KM4G da ket thuc, Quy khach tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). De biet thong tin cac goi Mobile Internet khac, bam goi *098#. LH 198 (0d). T"
test,1421,chuỗi ký tự vô nghĩa (gibberish),Kgxgkxiglhchckv kxhlxogkgkglh lhchclckhcogcohcohclhcho
test,1437,chuỗi ký tự vô nghĩa (gibberish),Ntatskjtstjstjdkydykdgmxgmxmydykdktjewtwtwrjruqqurqueauerajrjafsjfzjnzffncxvxmxgmgkxtdktistiwsriurwuarrua
test,1441,chuỗi ký tự vô nghĩa (gibberish),gggggggggggfdddddsssssssssssgfdsssssssssssssssssss
test,1453,chuỗi ký tự vô nghĩa (gibberish),"Công dụng: dJjsjs
Mmmmmmmmmmamamamammamamamaammamamamammamamamabananamamakkakaka"
test,1458,quảng cáo / tin nhắn nhà mạng,"Viettel TB: Uu dai goi ST30K_KM4G da ket thuc, Quy khach tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). De biet thong tin cac goi Mobile Internet khac, bam goi *098#. LH 198 (0d). T"
test,1474,chuỗi ký tự vô nghĩa (gibberish),Đẹp jahshsj hdhshsi jsjshsj hshshsh hshshhs hshshsh hshshsh ndhshsh bsbs hsh sdhhd hdh
test,1512,quảng cáo / tin nhắn nhà mạng,[TB] Quy khach dung quen doi diem Viettel++ de nhan luu luong data mien phi su dung trong ngay hoac 30 ngay. Bam goi *098# hoac truy cap ung dung My Viettel tai https://myvt.page.link/vt10 de doi diem
test,1561,chuỗi ký tự vô nghĩa (gibberish),Ghhhhjhjhjjjuiijjjjjjjjjhhhhhhhhhhbbbbbbbbbbgvvvvvvvvvvbbvvvvvvvvvvvvvvvv bbbbbbbbbbbbbbbbvvvvvvvvvvvvvvvvvvvvvvv vbbbb
test,1614,chuỗi ký tự vô nghĩa (gibberish),Kdkdkskskskskskkskskskskekskkskskksncfnnfndjdkdkdkddddkdmdkdkddjjdjd
val,24,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,30,rò rỉ dữ liệu (review đã có trong train),"chất lượng sản phẩm tuyệt vời 
đóng gói sản phẩm rất đẹp và chắc chắn❤️"
val,42,rò rỉ dữ liệu (review đã có trong train),Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
val,58,rò rỉ dữ liệu (review đã có trong train),10₫
val,170,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, c"
val,213,rò rỉ dữ liệu (review đã có trong train),Chất lượng sản phẩm tuyệt vời. Rất đáng tiền. Thời gian giao hàng nhanh
val,224,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,255,rò rỉ dữ liệu (review đã có trong train),NAN
val,259,rò rỉ dữ liệu (review đã có trong train),Đẹp
val,275,rò rỉ dữ liệu (review đã có trong train),Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn
val,296,rò rỉ dữ liệu (review đã có trong train),Màu son phải nói là quá đỉnhhh với cực đẹp không hề bị khô môi luônnn ưng quá xá
val,300,rò rỉ dữ liệu (review đã có trong train),NAN
val,349,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
val,373,rò rỉ dữ liệu (review đã có trong train),😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
val,392,rò rỉ dữ liệu (review đã có trong train),Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn
val,444,rò rỉ dữ liệu (review đã có trong train),✨
val,449,rò rỉ dữ liệu (review đã có trong train),NAN
val,572,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, c"
val,577,rò rỉ dữ liệu (review đã có trong train),"Màu lên rất mượt nha quý zị ❤️ưng em này lắm luôn í, canh sale với dùng xu shoppe mình có e này với giá 67k thui😍😍😍Gói hàng xịn xò với chắc chắn lắm nha."
val,625,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,669,rò rỉ dữ liệu (review đã có trong train),NAN
val,698,rò rỉ dữ liệu (review đã có trong train),NAN
val,714,rò rỉ dữ liệu (review đã có trong train),Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền
val,730,rò rỉ dữ liệu (review đã có trong train),"[New 2021] [Full 21 màu] Son kem lì, lên màu chuẩn Hàn Quốc Romand Zero Velvet Tint

- Xuất xứ: Hàn Quốc
- Thương hiệu: Romand
- Trọng lượng: 5.5g

*** Thế giới Skinfood là đại lý phân phối chính thức"
val,778,rò rỉ dữ liệu (review đã có trong train),"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
val,786,rò rỉ dữ liệu (review đã có trong train),NAN
val,808,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
val,821,rò rỉ dữ liệu (review đã có trong train),NAN
val,844,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,973,rò rỉ dữ liệu (review đã có trong train),Hình ảnh chỉ mang tính chất nhận xu...........:::::::::::
val,976,rò rỉ dữ liệu (review đã có trong train),NAN
val,994,rò rỉ dữ liệu (review đã có trong train),Giao hàng nhanh
val,1009,rò rỉ dữ liệu (review đã có trong train),NAN
val,1037,rò rỉ dữ liệu (review đã có trong train),NAN
val,1041,rò rỉ dữ liệu (review đã có trong train),NAN
val,1194,rò rỉ dữ liệu (review đã có trong train),Chất lượng sản phẩm tuyệt vời giao hàng nhanh đóng gói chắc chắn
val,1388,rò rỉ dữ liệu (review đã có trong train),NAN
val,1432,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,1435,rò rỉ dữ liệu (review đã có trong train),"Đóng góp cẩn thận giao hàng nhanh, son mình chưa test nên cũng không biết thế nào."
val,1436,rò rỉ dữ liệu (review đã có trong train),ok👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼👌🏼
val,1465,rò rỉ dữ liệu (review đã có trong train),Son đẹp
val,1472,rò rỉ dữ liệu (review đã có trong train),NAN
val,1488,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
val,1499,rò rỉ dữ liệu (review đã có trong train),hài lòng. ............................................
val,1500,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
val,1547,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,1565,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
val,1566,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
test,90,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
test,162,rò rỉ dữ liệu (review đã có trong train),Sản phẩm tốt.
test,178,rò rỉ dữ liệu (review đã có trong train),NAN
test,236,rò rỉ dữ liệu (review đã có trong train),NAN
test,263,rò rỉ dữ liệu (review đã có trong train),"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm đẹp và chắc chắn"
test,312,rò rỉ dữ liệu (review đã có trong train),Sản phẩm y hình thời gian giao hàng nhanh sẽ tiếp tục ủng hộ shop trong thời gian tới
test,367,rò rỉ dữ liệu (review đã có trong train),"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây."
test,462,rò rỉ dữ liệu (review đã có trong train),chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp giao hàng nhanh
test,467,rò rỉ dữ liệu (review đã có trong train),NAN
test,481,rò rỉ dữ liệu (review đã có trong train),NAN
test,614,rò rỉ dữ liệu (review đã có trong train),NAN
